,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name,Review Length,tokenized,tokenized_unlist,Polarity Score,Neutral Score,Negative Score,Positive Score,Sentiment,label,Reviews_pos_tags,Label_tags
8069,1078,45,"Retailer, make this dress in other colors, patterns","Retailer, make this dress in other colors, patterns This dress is awesome! love everything about it, except the colors! the pink is ridiculous, it is like pepto on crack, there's no way, outside of being a bridesmaid, i would ever wear that shade of pink. nauseating. i would order the turquoise, but i don't think i want that either. plus the pink was the only color offered in the store, even though i saw the dress offered in black online at one time. why wouldn't you stock the black in-store???? i can no longer get it.

you need to offer this d",3,0,0,General Petite,Dresses,Dresses,552,"['retailer', 'make', 'dress', 'colors', 'patterns', 'dress', 'awesome', 'love', 'everything', 'except', 'colors', 'pink', 'ridiculous', 'like', 'pepto', 'crack', 'way', 'outside', 'bridesmaid', 'would', 'ever', 'wear', 'shade', 'pink', 'nauseating', 'would', 'order', 'turquoise', 'think', 'want', 'either', 'plus', 'pink', 'color', 'offered', 'store', 'even', 'though', 'saw', 'dress', 'offered', 'black', 'online', 'one', 'time', 'stock', 'black', 'store', 'longer', 'get', 'need', 'offer']",retailer make dress colors patterns dress awesome love everything except colors pink ridiculous like pepto crack way outside bridesmaid would ever wear shade pink nauseating would order turquoise think want either plus pink color offered store even though saw dress offered black online one time stock black store longer get need offer,0.8625,0.763,0.041,0.196,Positive,1,"[('retailer', 'NN'), ('make', 'VBP'), ('dress', 'NN'), ('colors', 'NNS'), ('patterns', 'VBZ'), ('dress', 'JJ'), ('awesome', 'JJ'), ('love', 'NN'), ('everything', 'NN'), ('except', 'IN'), ('colors', 'NNS'), ('pink', 'VBP'), ('ridiculous', 'JJ'), ('like', 'IN'), ('pepto', 'VBP'), ('crack', 'NN'), (""'s"", 'POS'), ('way', 'NN'), ('outside', 'IN'), ('bridesmaid', 'NN'), ('would', 'MD'), ('ever', 'RB'), ('wear', 'VB'), ('shade', 'JJ'), ('pink', 'NN'), ('nauseating', 'VBG'), ('would', 'MD'), ('order', 'NN'), ('turquoise', 'VB'), ('think', 'NN'), ('want', 'VBP'), ('either', 'DT'), ('plus', 'CC'), ('pink', 'VBP'), ('color', 'NN'), ('offered', 'VBN'), ('store', 'RB'), ('even', 'RB'), ('though', 'IN'), ('saw', 'JJ'), ('dress', 'NN'), ('offered', 'VBD'), ('black', 'JJ'), ('online', 'IN'), ('one', 'CD'), ('time', 'NN'), ('stock', 'NN'), ('black', 'JJ'), ('in-store', 'NN'), ('longer', 'RBR'), ('get', 'VB'), ('need', 'MD'), ('offer', 'VB')]","['patterns dress awesome', 'pink ridiculous', 'pepto crack', 'way outside', 'shade pink', 'even saw', 'dress black', 'stock black']"
8071,1078,52,Fun and flowy,"Fun and flowy Fun dress to wear, i received numerous compliments on the color and design of the dress. very flowy and comfortable, love it. i wish i had bought a size smaller than i normally wea because it runs large, but an overall great dress",5,1,0,General Petite,Dresses,Dresses,244,"['fun', 'flowy', 'fun', 'dress', 'wear', 'received', 'numerous', 'compliments', 'color', 'design', 'dress', 'flowy', 'comfortable', 'love', 'wish', 'bought', 'size', 'smaller', 'normally', 'wea', 'runs', 'large', 'overall', 'great', 'dress']",fun flowy fun dress wear received numerous compliments color design dress flowy comfortable love wish bought size smaller normally wea runs large overall great dress,0.9738,0.433,0.0,0.567,Positive,1,"[('fun', 'NN'), ('flowy', 'NN'), ('fun', 'NN'), ('dress', 'NN'), ('wear', 'VBP'), ('received', 'VBN'), ('numerous', 'JJ'), ('compliments', 'NNS'), ('color', 'NN'), ('design', 'NN'), ('dress', 'NN'), ('flowy', 'NN'), ('comfortable', 'JJ'), ('love', 'NN'), ('wish', 'NN'), ('bought', 'VBD'), ('size', 'NN'), ('smaller', 'JJR'), ('normally', 'RB'), ('wea', 'VBP'), ('runs', 'NNS'), ('large', 'JJ'), ('overall', 'JJ'), ('great', 'JJ'), ('dress', 'NN')]","['numerous compliments color', 'flowy comfortable', 'size smaller', 'runs large', 'overall great dress']"
8074,1078,31,Comfortably chic,"Comfortably chic I have a casual oceanside wedding to attend and thought this easy, yet elegant dress would be a good purchase. i initially bought two sizes: 10 and 12. i'm typically a 12 in more structured dresses (i.e., more rigid fabric with zippered entry) but because this dress was flowy and slipped on over the head, i also ordered the 10. i'm 5'5"", broader shoulders, 36d, with smaller hips that are typically one size smaller than my top half. the 12 ended up being comically huge and fit like a tent. the 10",4,1,1,General Petite,Dresses,Dresses,517,"['comfortably', 'chic', 'casual', 'oceanside', 'wedding', 'attend', 'thought', 'easy', 'yet', 'elegant', 'dress', 'would', 'good', 'purchase', 'initially', 'bought', 'two', 'sizes', 'typically', 'structured', 'dresses', 'rigid', 'fabric', 'zippered', 'entry', 'dress', 'flowy', 'slipped', 'head', 'also', 'ordered', 'broader', 'shoulders', 'smaller', 'hips', 'typically', 'one', 'size', 'smaller', 'top', 'half', 'ended', 'comically', 'huge', 'fit', 'like', 'tent']",comfortably chic casual oceanside wedding attend thought easy yet elegant dress would good purchase initially bought two sizes typically structured dresses rigid fabric zippered entry dress flowy slipped head also ordered broader shoulders smaller hips typically one size smaller top half ended comically huge fit like tent,0.9648,0.579,0.024,0.397,Positive,1,"[('comfortably', 'RB'), ('chic', 'JJ'), ('casual', 'JJ'), ('oceanside', 'IN'), ('wedding', 'VBG'), ('attend', 'NN'), ('thought', 'VBD'), ('easy', 'JJ'), ('yet', 'RB'), ('elegant', 'JJ'), ('dress', 'NN'), ('would', 'MD'), ('good', 'VB'), ('purchase', 'NN'), ('initially', 'RB'), ('bought', 'VBD'), ('two', 'CD'), ('sizes', 'NNS'), ('10', 'CD'), ('12.', 'CD'), (""'m"", 'VBP'), ('typically', 'RB'), ('12', 'CD'), ('structured', 'JJ'), ('dresses', 'NNS'), ('i.e.', 'VBP'), ('rigid', 'JJ'), ('fabric', 'NN'), ('zippered', 'VBD'), ('entry', 'NN'), ('dress', 'NN'), ('flowy', 'NN'), ('slipped', 'VBD'), ('head', 'NN'), ('also', 'RB'), ('ordered', 'VBD'), ('10.', 'CD'), (""'m"", 'VBP'), (""5'5"", 'CD'), (""''"", ""''""), ('broader', 'JJR'), ('shoulders', 'NNS'), ('36d', 'CD'), ('smaller', 'JJR'), ('hips', 'NNS'), ('typically', 'RB'), ('one', 'CD'), ('size', 'NN'), ('smaller', 'JJR'), ('top', 'JJ'), ('half', 'NN'), ('12', 'CD'), ('ended', 'VBD'), ('comically', 'RB'), ('huge', 'JJ'), ('fit', 'NN'), ('like', 'IN'), ('tent', 'NN'), ('10', 'CD')]","['comfortably chic casual', 'elegant dress good purchase', 'dress good', 'structured dresses', 'rigid fabric', 'broader shoulders', 'smaller hips', 'size smaller top', 'huge fit']"
8077,1078,52,Perfect dress,"Perfect dress This dress is a great color, fabric, and the style is very flattering! i'm wearing to a wedding but it will be great for many events this fall! dressy enough for a cocktail party but could also wear to church!",5,1,0,General Petite,Dresses,Dresses,223,"['perfect', 'dress', 'dress', 'great', 'color', 'fabric', 'style', 'flattering', 'wearing', 'wedding', 'great', 'many', 'events', 'fall', 'dressy', 'enough', 'cocktail', 'party', 'could', 'also', 'wear', 'church']",perfect dress dress great color fabric style flattering wearing wedding great many events fall dressy enough cocktail party could also wear church,0.9509,0.501,0.0,0.499,Positive,1,"[('perfect', 'JJ'), ('dress', 'NN'), ('dress', 'NN'), ('great', 'JJ'), ('color', 'NN'), ('fabric', 'NN'), ('style', 'NN'), ('flattering', 'VBG'), (""'m"", 'VBP'), ('wearing', 'VBG'), ('wedding', 'VBG'), ('great', 'JJ'), ('many', 'JJ'), ('events', 'NNS'), ('fall', 'VBP'), ('dressy', 'JJ'), ('enough', 'RB'), ('cocktail', 'NN'), ('party', 'NN'), ('could', 'MD'), ('also', 'RB'), ('wear', 'VB'), ('church', 'NN')]","['perfect dress dress great color', 'dress dress great', 'great many events', 'dressy enough cocktail']"
8080,1078,35,Horrible,"Horrible I cannot imagine this dress working in any size. i am a small, thin and average height woman (usually a 25/26 in pants, a size 32c bust, and 5'6"" tall). this dress was huge. i sized down to a 2 ( i am always a 4 in dresses) and this dress was still big... i do not know if i could size down to a 0 though as the shoulders seemed to fit right. it was ginormous. i got it for a wedding in two months and i will be 3 months pregnant, it still wouldn't work unless i was 9 months pregnant and carrying tr",1,0,2,General Petite,Dresses,Dresses,509,"['horrible', 'cannot', 'imagine', 'dress', 'working', 'size', 'small', 'thin', 'average', 'height', 'woman', 'usually', 'pants', 'size', 'bust', 'tall', 'dress', 'huge', 'sized', 'always', 'dresses', 'dress', 'still', 'big', 'know', 'could', 'size', 'though', 'shoulders', 'seemed', 'fit', 'right', 'ginormous', 'got', 'wedding', 'two', 'months', 'months', 'pregnant', 'still', 'work', 'unless', 'months', 'pregnant', 'carrying']",horrible cannot imagine dress working size small thin average height woman usually pants size bust tall dress huge sized always dresses dress still big know could size though shoulders seemed fit right ginormous got wedding two months months pregnant still work unless months pregnant carrying,0.0772,0.835,0.07,0.095,Positive,1,"[('horrible', 'JJ'), ('imagine', 'NN'), ('dress', 'NN'), ('working', 'VBG'), ('size', 'NN'), ('small', 'JJ'), ('thin', 'JJ'), ('average', 'JJ'), ('height', 'JJ'), ('woman', 'NN'), ('usually', 'RB'), ('25/26', 'CD'), ('pants', 'NNS'), ('size', 'NN'), ('32c', 'CD'), ('bust', 'NN'), (""5'6"", 'CD'), (""''"", ""''""), ('tall', 'NN'), ('dress', 'NN'), ('huge', 'JJ'), ('sized', 'VBD'), ('2', 'CD'), ('always', 'RB'), ('4', 'CD'), ('dresses', 'NNS'), ('dress', 'NN'), ('still', 'RB'), ('big', 'JJ'), ('...', ':'), ('know', 'NN'), ('could', 'MD'), ('size', 'NN'), ('0', 'CD'), ('though', 'IN'), ('shoulders', 'NNS'), ('seemed', 'VBD'), ('fit', 'JJ'), ('right', 'RB'), ('ginormous', 'JJ'), ('got', 'VBD'), ('wedding', 'VBG'), ('two', 'CD'), ('months', 'NNS'), ('3', 'CD'), ('months', 'NNS'), ('pregnant', 'JJ'), ('still', 'RB'), ('work', 'VBP'), ('unless', 'IN'), ('9', 'CD'), ('months', 'NNS'), ('pregnant', 'JJ'), ('carrying', 'VBG'), ('tr', 'NN')]","['average height woman', 'dress huge', 'dress still big', 'shoulders fit', 'months pregnant', 'months pregnant']"
8081,1078,29,Love this dress!!!,"Love this dress!!! Saw this in store today and had to have it. the pink is a really bright pink - definitely more of a hot pink than it appears in the image online. i am a solid 10, and i bought this in an 8, so it definitely runs a size large. highly recommend!",5,1,3,General Petite,Dresses,Dresses,262,"['love', 'dress', 'saw', 'store', 'today', 'pink', 'really', 'bright', 'pink', 'definitely', 'hot', 'pink', 'appears', 'image', 'online', 'solid', 'bought', 'definitely', 'runs', 'size', 'large', 'highly', 'recommend']",love dress saw store today pink really bright pink definitely hot pink appears image online solid bought definitely runs size large highly recommend,0.9494,0.49,0.0,0.51,Positive,1,"[('love', 'VB'), ('dress', 'NN'), ('saw', 'VBD'), ('store', 'NN'), ('today', 'NN'), ('pink', 'VBP'), ('really', 'RB'), ('bright', 'JJ'), ('pink', 'VBP'), ('definitely', 'RB'), ('hot', 'JJ'), ('pink', 'NN'), ('appears', 'VBZ'), ('image', 'NN'), ('online', 'NN'), ('solid', 'VBD'), ('10', 'CD'), ('bought', 'VBD'), ('8', 'CD'), ('definitely', 'RB'), ('runs', 'VBZ'), ('size', 'NN'), ('large', 'JJ'), ('highly', 'RB'), ('recommend', 'VBP')]","['pink really bright', 'hot pink', 'size large']"
8084,1078,48, ,"  I love this dress and received many compliments when i wore it. the pink is beautiful. however, it does run large so i will need to exchange it. the little square at the base of the neckline was crooked on the one i received. might not bug anyone else, but it bothered me.",5,1,3,General Petite,Dresses,Dresses,274,"['love', 'dress', 'received', 'many', 'compliments', 'wore', 'pink', 'beautiful', 'however', 'run', 'large', 'need', 'exchange', 'little', 'square', 'base', 'neckline', 'crooked', 'one', 'received', 'might', 'bug', 'anyone', 'else', 'bothered']",love dress received many compliments wore pink beautiful however run large need exchange little square base neckline crooked one received might bug anyone else bothered,0.8591,0.616,0.067,0.317,Positive,1,"[('love', 'NN'), ('dress', 'NN'), ('received', 'VBD'), ('many', 'JJ'), ('compliments', 'NNS'), ('wore', 'VBD'), ('pink', 'JJ'), ('beautiful', 'JJ'), ('however', 'RB'), ('run', 'VBP'), ('large', 'JJ'), ('need', 'VBP'), ('exchange', 'NN'), ('little', 'JJ'), ('square', 'JJ'), ('base', 'NN'), ('neckline', 'NN'), ('crooked', 'VBD'), ('one', 'CD'), ('received', 'VBN'), ('might', 'MD'), ('bug', 'VB'), ('anyone', 'NN'), ('else', 'RB'), ('bothered', 'VBD')]","['love dress many compliments', 'dress many', 'little square base']"
8099,1078,57,Awesome prettie in pink,"Awesome prettie in pink Beautiful dress, just like wearing a night shirt!!  great flattering fit for most figures!! wonderful color love the bell sleeves.",5,1,0,General Petite,Dresses,Dresses,154,"['awesome', 'prettie', 'pink', 'beautiful', 'dress', 'like', 'wearing', 'night', 'shirt', 'great', 'flattering', 'fit', 'figures', 'wonderful', 'color', 'love', 'bell', 'sleeves']",awesome prettie pink beautiful dress like wearing night shirt great flattering fit figures wonderful color love bell sleeves,0.9805,0.268,0.0,0.732,Positive,1,"[('awesome', 'JJ'), ('prettie', 'NN'), ('pink', 'NN'), ('beautiful', 'JJ'), ('dress', 'NN'), ('like', 'IN'), ('wearing', 'VBG'), ('night', 'NN'), ('shirt', 'NN'), ('great', 'JJ'), ('flattering', 'JJ'), ('fit', 'NN'), ('figures', 'NNS'), ('wonderful', 'JJ'), ('color', 'NN'), ('love', 'NN'), ('bell', 'NN'), ('sleeves', 'NNS')]","['awesome prettie pink beautiful dress', 'prettie pink beautiful', 'flattering fit figures', 'wonderful color love']"
8100,1078,47,Better than i imagined,Better than i imagined I hesitated to purchase this dress because of the color but it is a beautiful deep pink that i think would work with all skin tones. i ordered a size down as recommended by other reviewers and the dress fits perfectly. the feel is amazing - incredibly comfortable and not too short when you lean over!,5,1,0,General Petite,Dresses,Dresses,324,"['better', 'imagined', 'hesitated', 'purchase', 'dress', 'color', 'beautiful', 'deep', 'pink', 'think', 'would', 'work', 'skin', 'tones', 'ordered', 'size', 'recommended', 'reviewers', 'dress', 'fits', 'perfectly', 'feel', 'amazing', 'incredibly', 'comfortable', 'short', 'lean']",better imagined hesitated purchase dress color beautiful deep pink think would work skin tones ordered size recommended reviewers dress fits perfectly feel amazing incredibly comfortable short lean,0.9577,0.471,0.054,0.475,Positive,1,"[('better', 'RBR'), ('imagined', 'VBN'), ('hesitated', 'JJ'), ('purchase', 'NN'), ('dress', 'NN'), ('color', 'NN'), ('beautiful', 'JJ'), ('deep', 'JJ'), ('pink', 'NN'), ('think', 'NN'), ('would', 'MD'), ('work', 'VB'), ('skin', 'NN'), ('tones', 'NNS'), ('ordered', 'VBD'), ('size', 'NN'), ('recommended', 'VBD'), ('reviewers', 'NNS'), ('dress', 'JJ'), ('fits', 'NNS'), ('perfectly', 'RB'), ('feel', 'VBP'), ('amazing', 'VBG'), ('incredibly', 'RB'), ('comfortable', 'JJ'), ('short', 'JJ'), ('lean', 'NN')]","['hesitated purchase', 'dress color beautiful', 'deep pink think', 'skin tones', 'reviewers dress', 'comfortable short lean']"
8107,1078,30,Bad lining,"Bad lining This dress looks like it would be so much fun to wear. when i tried it on, i was swimming in it. i do have to admit that the movement of the dress (had it fit right) would have been very fun. i was also really disappointed with the lining. there is dark green piping along the neckline, which bled through the pink of the dress and make it look like you dropped something on your dress. returning it :(",3,0,0,General Petite,Dresses,Dresses,413,"['bad', 'lining', 'dress', 'looks', 'like', 'would', 'much', 'fun', 'wear', 'tried', 'swimming', 'admit', 'movement', 'dress', 'fit', 'right', 'would', 'fun', 'also', 'really', 'disappointed', 'lining', 'dark', 'green', 'piping', 'along', 'neckline', 'bled', 'pink', 'dress', 'make', 'look', 'like', 'dropped', 'something', 'dress', 'returning']",bad lining dress looks like would much fun wear tried swimming admit movement dress fit right would fun also really disappointed lining dark green piping along neckline bled pink dress make look like dropped something dress returning,0.791,0.56,0.133,0.307,Positive,1,"[('bad', 'JJ'), ('lining', 'VBG'), ('dress', 'NN'), ('looks', 'NNS'), ('like', 'IN'), ('would', 'MD'), ('much', 'RB'), ('fun', 'VB'), ('wear', 'JJ'), ('tried', 'JJ'), ('swimming', 'VBG'), ('admit', 'NN'), ('movement', 'NN'), ('dress', 'NN'), ('fit', 'NN'), ('right', 'NN'), ('would', 'MD'), ('fun', 'VB'), ('also', 'RB'), ('really', 'RB'), ('disappointed', 'JJ'), ('lining', 'VBG'), ('dark', 'NN'), ('green', 'JJ'), ('piping', 'VBG'), ('along', 'RB'), ('neckline', 'RB'), ('bled', 'VBN'), ('pink', 'NN'), ('dress', 'NN'), ('make', 'VBP'), ('look', 'NN'), ('like', 'IN'), ('dropped', 'VBD'), ('something', 'NN'), ('dress', 'NN'), ('returning', 'VBG')]","['bad lining dress', 'disappointed lining', 'dark green', 'along neckline']"
8111,1078,54, ,  This dress is adorable. dress it up or dress it down,5,1,0,General Petite,Dresses,Dresses,54,"['dress', 'adorable', 'dress', 'dress']",dress adorable dress dress,0.4939,0.484,0.0,0.516,Positive,1,"[('dress', 'NN'), ('adorable', 'JJ'), ('dress', 'NN'), ('dress', 'NN')]",['dress adorable']
8112,1078,55,So pretty!,"So pretty! Like many of the other reviewers, i thought this ran a little big. i am a 5'5"", 110lb pear and xs was perfect - i also ordered the small to be sure. it is not quite as close to the body as the picture. the color is gorgeous and saturated. it hits me mid thigh in a good way. the fabric is crepe on the outside and silky on the inside and it has a beautiful, high quality drapey-ness. it is unlined but not see through. it arrived wrinkled and sad, but a warm dry iron really brought out how gorgeous",5,1,0,General Petite,Dresses,Dresses,510,"['pretty', 'like', 'many', 'reviewers', 'thought', 'ran', 'little', 'big', 'pear', 'perfect', 'also', 'ordered', 'small', 'sure', 'quite', 'close', 'body', 'picture', 'color', 'gorgeous', 'saturated', 'hits', 'mid', 'thigh', 'good', 'way', 'fabric', 'crepe', 'outside', 'silky', 'inside', 'beautiful', 'high', 'quality', 'drapey', 'ness', 'unlined', 'see', 'arrived', 'wrinkled', 'sad', 'warm', 'dry', 'iron', 'really', 'brought', 'gorgeous']",pretty like many reviewers thought ran little big pear perfect also ordered small sure quite close body picture color gorgeous saturated hits mid thigh good way fabric crepe outside silky inside beautiful high quality drapey ness unlined see arrived wrinkled sad warm dry iron really brought gorgeous,0.9751,0.542,0.045,0.412,Positive,1,"[('pretty', 'RB'), ('like', 'IN'), ('many', 'JJ'), ('reviewers', 'NNS'), ('thought', 'VBD'), ('ran', 'RB'), ('little', 'JJ'), ('big', 'JJ'), (""5'5"", 'CD'), (""''"", ""''""), ('110lb', 'CD'), ('pear', 'JJ'), ('xs', 'NN'), ('perfect', 'NN'), ('also', 'RB'), ('ordered', 'VBD'), ('small', 'JJ'), ('sure', 'JJ'), ('quite', 'RB'), ('close', 'JJ'), ('body', 'NN'), ('picture', 'NN'), ('color', 'NN'), ('gorgeous', 'JJ'), ('saturated', 'VBD'), ('hits', 'NNS'), ('mid', 'JJ'), ('thigh', 'RB'), ('good', 'JJ'), ('way', 'NN'), ('fabric', 'JJ'), ('crepe', 'NN'), ('outside', 'IN'), ('silky', 'JJ'), ('inside', 'IN'), ('beautiful', 'JJ'), ('high', 'JJ'), ('quality', 'NN'), ('drapey-ness', 'NN'), ('unlined', 'JJ'), ('see', 'NN'), ('arrived', 'VBD'), ('wrinkled', 'JJ'), ('sad', 'JJ'), ('warm', 'NN'), ('dry', 'NN'), ('iron', 'NN'), ('really', 'RB'), ('brought', 'VBD'), ('gorgeous', 'JJ')]","['many reviewers', 'ran little big', 'pear xs perfect', 'small sure', 'close body picture', 'color gorgeous', 'hits mid thigh', 'good way', 'crepe silky', 'inside beautiful high quality', 'beautiful high', 'wrinkled sad warm dry', 'sad warm', 'really gorgeous']"
